TIME[UTC],X[km],Y[km],Z[km]
1 Jan 2020 20:35:22.000000000,2479.50591280809,-6514.75537303721,-323.123581004978
1 Jan 2020 20:35:23.000000000,2478.16398976747,-6515.63240258587,-315.647944650034
1 Jan 2020 20:35:24.000000000,2476.81904553725,-6516.50162764107,-308.17193802194
1 Jan 2020 20:35:25.000000000,2475.47108282588,-6517.36304674752,-300.695569890482
1 Jan 2020 20:35:26.000000000,2474.12010434625,-6518.21665845917,-293.218849025869
1 Jan 2020 20:35:27.000000000,2472.76611281457,-6519.06246133965,-285.741784198724
1 Jan 2020 20:35:28.000000000,2471.40911095076,-6519.90045396212,-278.26438418007
1 Jan 2020 20:35:29.000000000,2470.04910147892,-6520.73063490906,-270.786657741332
1 Jan 2020 20:35:30.000000000,2468.68608712624,-6521.55300277271,-263.308613654308
1 Jan 2020 20:35:31.000000000,2467.32007062427,-6522.36755615461,-255.830260691173
1 Jan 2020 20:35:32.000000000,2465.9510547075,-6523.17429366611,-248.351607624464
1 Jan 2020 20:35:33.000000000,2464.57904211514,-6523.97321392767,-240.872663227072
1 Jan 2020 20:35:34.000000000,2463.2040355891,-6524.76431556969,-233.393436272227
1 Jan 2020 20:35:35.000000000,2461.8260378757,-6525.54759723182,-225.913935533492
1 Jan 2020 20:35:36.000000000,2460.44505172439,-6526.32305756345,-218.434169784751
1 Jan 2020 20:35:37.000000000,2459.06107988886,-6527.09069522331,-210.954147800196
1 Jan 2020 20:35:38.000000000,2457.67412512606,-6527.8505088798,-203.473878354325
1 Jan 2020 20:35:39.000000000,2456.28419019661,-6528.60249721089,-195.993370221922
1 Jan 2020 20:35:40.000000000,2454.89127786525,-6529.34665890389,-188.512632178052
1 Jan 2020 20:35:41.000000000,2453.49539089965,-6530.08299265597,-181.03167299805
1 Jan 2020 20:35:42.000000000,2452.09653207216,-6530.81149717342,-173.550501457511
1 Jan 2020 20:35:43.000000000,2450.69470415778,-6531.53217117249,-166.06912633228
1 Jan 2020 20:35:44.000000000,2449.28990993588,-6532.2450133787,-158.587556398436
1 Jan 2020 20:35:45.000000000,2447.8821521889,-6532.95002252732,-151.105800432293
1 Jan 2020 20:35:46.000000000,2446.47143370352,-6533.64719736298,-143.623867210378
1 Jan 2020 20:35:47.000000000,2445.05775726946,-6534.33653664008,-136.14176550943
1 Jan 2020 20:35:48.000000000,2443.64112568066,-6535.01803912233,-128.659504106382
1 Jan 2020 20:35:49.000000000,2442.22154173426,-6535.6917035832,-121.177091778357
1 Jan 2020 20:35:50.000000000,2440.79900823088,-6536.35752880575,-113.694537302652
1 Jan 2020 20:35:51.000000000,2439.37352797563,-6537.0155135823,-106.211849456736
1 Jan 2020 20:35:52.000000000,2437.94510377622,-6537.66565671509,-98.7290370182294
1 Jan 2020 20:35:53.000000000,2436.51373844455,-6538.30795701573,-91.2461087649005
1 Jan 2020 20:35:54.000000000,2435.07943479599,-6538.94241330544,-83.7630734746549
1 Jan 2020 20:35:55.000000000,2433.64219564965,-6539.56902441495,-76.2799399255202
1 Jan 2020 20:35:56.000000000,2432.20202382795,-6540.18778918469,-68.7967168956433
1 Jan 2020 20:35:57.000000000,2430.7589221569,-6540.79870646467,-61.3134131632738
1 Jan 2020 20:35:58.000000000,2429.31289346655,-6541.40177511428,-53.8300375067562
1 Jan 2020 20:35:59.000000000,2427.86394058992,-6541.99699400272,-46.3465987045203
1 Jan 2020 20:36:00.000000000,2426.41206636423,-6542.58436200858,-38.8631055350688
1 Jan 2020 20:36:01.000000000,2424.95727362966,-6543.16387802021,-31.3795667769682
1 Jan 2020 20:36:02.000000000,2423.49956523041,-6543.7355409354,-23.8959912088395
1 Jan 2020 20:36:03.000000000,2422.03894401409,-6544.29934966158,-16.4123876093463
1 Jan 2020 20:36:04.000000000,2420.57541283204,-6544.85530311571,-8.92876475718426
1 Jan 2020 20:36:05.000000000,2419.10897453884,-6545.40340022445,-1.4451314310739
1 Jan 2020 20:36:06.000000000,2417.63963199262,-6545.94363992404,6.03850359025474
1 Jan 2020 20:36:07.000000000,2416.16738805552,-6546.47602116015,13.5221315280665
1 Jan 2020 20:36:08.000000000,2414.6922455926,-6547.0005428883,21.0057436036375
1 Jan 2020 20:36:09.000000000,2413.21420747306,-6547.51720407332,28.4893310382628
1 Jan 2020 20:36:10.000000000,2411.73327656905,-6548.02600368992,35.9728850532622
1 Jan 2020 20:36:11.000000000,2410.2494557567,-6548.52694072221,43.4563968700001
1 Jan 2020 20:36:12.000000000,2408.76274791547,-6549.02001416397,50.939857709883
1 Jan 2020 20:36:13.000000000,2407.27315592852,-6549.50522301851,58.4232587943873
1 Jan 2020 20:36:14.000000000,2405.78068268208,-6549.98256629894,65.9065913450512
1 Jan 2020 20:36:15.000000000,2404.28533106647,-6550.45204302772,73.3898465834981
1 Jan 2020 20:36:16.000000000,2402.78710397506,-6550.91365223712,80.8730157314379
1 Jan 2020 20:36:17.000000000,2401.28600430474,-6551.36739296898,88.3560900106852
1 Jan 2020 20:36:18.000000000,2399.78203495632,-6551.81326427463,95.8390606431628
1 Jan 2020 20:36:19.000000000,2398.27519883351,-6552.25126521519,103.321918850919
1 Jan 2020 20:36:20.000000000,2396.76549884397,-6552.68139486125,110.80465585613
1 Jan 2020 20:36:21.000000000,2395.25293789864,-6553.10365229309,118.287262881117
1 Jan 2020 20:36:22.000000000,2393.73751891214,-6553.51803660051,125.769731148351
1 Jan 2020 20:36:23.000000000,2392.21924480208,-6553.92454688313,133.252051880468
1 Jan 2020 20:36:24.000000000,2390.69811849013,-6554.32318224995,140.734216300277
1 Jan 2020 20:36:25.000000000,2389.17414290084,-6554.71394181982,148.21621563077
1 Jan 2020 20:36:26.000000000,2387.64732096281,-6555.09682472099,155.698041095131
1 Jan 2020 20:36:27.000000000,2386.11765560762,-6555.47183009152,163.179683916751
1 Jan 2020 20:36:28.000000000,2384.58514977018,-6555.83895707911,170.661135319232
1 Jan 2020 20:36:29.000000000,2383.0498063897,-6556.1982048408,178.142386526403
1 Jan 2020 20:36:30.000000000,2381.51162840781,-6556.54957254361,185.623428762327
1 Jan 2020 20:36:31.000000000,2379.97061877016,-6556.89305936402,193.104253251312
1 Jan 2020 20:36:32.000000000,2378.42678042567,-6557.22866448814,200.584851217923
1 Jan 2020 20:36:33.000000000,2376.88011632682,-6557.55638711169,208.065213886984
1 Jan 2020 20:36:34.000000000,2375.33062942924,-6557.87622644014,215.545332483607
1 Jan 2020 20:36:35.000000000,2373.77832269196,-6558.18818168858,223.025198233181
1 Jan 2020 20:36:36.000000000,2372.22319907784,-6558.49225208159,230.504802361393
1 Jan 2020 20:36:37.000000000,2370.66526155257,-6558.78843685359,237.984136094241
1 Jan 2020 20:36:38.000000000,2369.10451308582,-6559.07673524844,245.463190658034
1 Jan 2020 20:36:39.000000000,2367.54095665007,-6559.35714651986,252.941957279413
1 Jan 2020 20:36:40.000000000,2365.97459522163,-6559.62966993103,260.420427185357
1 Jan 2020 20:36:41.000000000,2364.40543178003,-6559.89430475485,267.898591603189
1 Jan 2020 20:36:42.000000000,2362.83346930833,-6560.15105027381,275.376441760596
1 Jan 2020 20:36:43.000000000,2361.25871079269,-6560.39990578015,282.853968885627
1 Jan 2020 20:36:44.000000000,2359.68115922261,-6560.64087057577,290.331164206717
1 Jan 2020 20:36:45.000000000,2358.1008175914,-6560.87394397204,297.808018952686
1 Jan 2020 20:36:46.000000000,2356.51768889514,-6561.09912529021,305.284524352752
1 Jan 2020 20:36:47.000000000,2354.93177613387,-6561.31641386097,312.760671636548
1 Jan 2020 20:36:48.000000000,2353.34308231036,-6561.52580902488,320.236452034123
1 Jan 2020 20:36:49.000000000,2351.75161043118,-6561.72731013197,327.711856775957
1 Jan 2020 20:36:50.000000000,2350.1573635061,-6561.92091654202,335.186877092972
1 Jan 2020 20:36:51.000000000,2348.56034454835,-6562.10662762439,342.66150421654
1 Jan 2020 20:36:52.000000000,2346.96055657405,-6562.28444275827,350.135729378494
1 Jan 2020 20:36:53.000000000,2345.35800260326,-6562.45436133228,357.60954381114
1 Jan 2020 20:36:54.000000000,2343.75268565887,-6562.61638274488,365.082938747262
1 Jan 2020 20:36:55.000000000,2342.14460876713,-6562.77050640419,372.555905420143
1 Jan 2020 20:36:56.000000000,2340.533774958,-6562.91673172782,380.028435063562
1 Jan 2020 20:36:57.000000000,2338.92018726419,-6563.05505814328,387.500518911813
1 Jan 2020 20:36:58.000000000,2337.30384872213,-6563.18548508757,394.972148199713
1 Jan 2020 20:36:59.000000000,2335.68476237139,-6563.30801200743,402.443314162612
1 Jan 2020 20:37:00.000000000,2334.062931255,-6563.42263835918,409.914008036404
1 Jan 2020 20:37:01.000000000,2332.43835841881,-6563.52936360901,417.384221057535
1 Jan 2020 20:37:02.000000000,2330.81104691255,-6563.62818723255,424.853944463019
1 Jan 2020 20:37:03.000000000,2329.18099978864,-6563.7191087153,432.323169490438
1 Jan 2020 20:37:04.000000000,2327.54822010333,-6563.80212755224,439.791887377966
1 Jan 2020 20:37:05.000000000,2325.91271091571,-6563.87724324819,447.260089364366
1 Jan 2020 20:37:06.000000000,2324.27447528815,-6563.94445531762,454.72776668901
1 Jan 2020 20:37:07.000000000,2322.63351628654,-6564.0037632846,462.194910591883
1 Jan 2020 20:37:08.000000000,2320.98983697987,-6564.0551666829,469.661512313597
1 Jan 2020 20:37:09.000000000,2319.34344044054,-6564.09866505593,477.127563095399
1 Jan 2020 20:37:10.000000000,2317.69432974374,-6564.13425795695,484.593054179184
1 Jan 2020 20:37:11.000000000,2316.04250796833,-6564.16194494871,492.057976807502
1 Jan 2020 20:37:12.000000000,2314.3879781964,-6564.18172560368,499.522322223571
1 Jan 2020 20:37:13.000000000,2312.73074351283,-6564.19359950414,506.986081671285
1 Jan 2020 20:37:14.000000000,2311.07080700629,-6564.19756624187,514.449246395224
1 Jan 2020 20:37:15.000000000,2309.40817176811,-6564.1936254185,521.911807640669
1 Jan 2020 20:37:16.000000000,2307.74284089338,-6564.18177664519,529.37375665361
1 Jan 2020 20:37:17.000000000,2306.07481747982,-6564.16201954295,536.835084680749
1 Jan 2020 20:37:18.000000000,2304.40410462894,-6564.1343537423,544.295782969522
1 Jan 2020 20:37:19.000000000,2302.73070544471,-6564.09877888369,551.755842768101
1 Jan 2020 20:37:20.000000000,2301.05462303531,-6564.0552946169,559.215255325407
1 Jan 2020 20:37:21.000000000,2299.37586051122,-6564.00390060171,566.674011891123
1 Jan 2020 20:37:22.000000000,2297.69442098626,-6563.94459650754,574.132103715696
1 Jan 2020 20:37:23.000000000,2296.01030757786,-6563.87738201335,581.589522050361
1 Jan 2020 20:37:24.000000000,2294.32352340601,-6563.80225680799,589.046258147135
1 Jan 2020 20:37:25.000000000,2292.63407159448,-6563.71922058981,596.502303258838
1 Jan 2020 20:37:26.000000000,2290.94195526959,-6563.62827306703,603.957648639106
1 Jan 2020 20:37:27.000000000,2289.24717756126,-6563.52941395745,611.412285542385
1 Jan 2020 20:37:28.000000000,2287.54974160243,-6563.42264298859,618.866205223962
1 Jan 2020 20:37:29.000000000,2285.8496505293,-6563.30795989763,626.31939893996
1 Jan 2020 20:37:30.000000000,2284.14690748078,-6563.18536443158,633.771857947354
1 Jan 2020 20:37:31.000000000,2282.44151559951,-6563.05485634697,641.223573503984
1 Jan 2020 20:37:32.000000000,2280.7334780308,-6562.91643541016,648.67453686856
1 Jan 2020 20:37:33.000000000,2279.0227979231,-6562.77010139723,656.124739300673
1 Jan 2020 20:37:34.000000000,2277.30947842841,-6562.61585409377,663.574172060808
1 Jan 2020 20:37:35.000000000,2275.59352270124,-6562.45369329532,671.022826410354
1 Jan 2020 20:37:36.000000000,2273.87493389968,-6562.28361880694,678.470693611609
1 Jan 2020 20:37:37.000000000,2272.15371518475,-6562.10563044344,685.917764927802
1 Jan 2020 20:37:38.000000000,2270.42986972074,-6561.91972802931,693.364031623089
1 Jan 2020 20:37:39.000000000,2268.70340067455,-6561.72591139886,700.809484962571
1 Jan 2020 20:37:40.000000000,2266.97431121679,-6561.52418039593,708.254116212305
1 Jan 2020 20:37:41.000000000,2265.24260452056,-6561.31453487425,715.69791663931
1 Jan 2020 20:37:42.000000000,2263.50828376261,-6561.09697469705,723.140877511583
1 Jan 2020 20:37:43.000000000,2261.77135212233,-6560.87149973744,730.582990098102
1 Jan 2020 20:37:44.000000000,2260.03181278219,-6560.63810987822,738.024245668843
1 Jan 2020 20:37:45.000000000,2258.28966892798,-6560.39680501178,745.464635494785
1 Jan 2020 20:37:46.000000000,2256.54492374843,-6560.1475850403,752.904150847924
1 Jan 2020 20:37:47.000000000,2254.79758043547,-6559.89044987561,760.342783001281
1 Jan 2020 20:37:48.000000000,2253.04764218361,-6559.62539943938,767.780523228916
1 Jan 2020 20:37:49.000000000,2251.295112191,-6559.3524336628,775.21736280593
1 Jan 2020 20:37:50.000000000,2249.53999365826,-6559.07155248698,782.653293008486
1 Jan 2020 20:37:51.000000000,2247.78228978945,-6558.78275586257,790.08830511381
1 Jan 2020 20:37:52.000000000,2246.02200379167,-6558.48604374996,797.522390400205
1 Jan 2020 20:37:53.000000000,2244.25913887459,-6558.18141611937,804.955540147064
1 Jan 2020 20:37:54.000000000,2242.4936982515,-6557.86887295054,812.387745634873
1 Jan 2020 20:37:55.000000000,2240.7256851381,-6557.54841423314,819.818998145233
1 Jan 2020 20:37:56.000000000,2238.95510275369,-6557.22003996632,827.249288960855
1 Jan 2020 20:37:57.000000000,2237.18195431982,-6556.88375015924,834.678609365581
1 Jan 2020 20:37:58.000000000,2235.40624306208,-6556.53954483037,842.106950644394
1 Jan 2020 20:37:59.000000000,2233.62797220816,-6556.18742400824,849.534304083422
1 Jan 2020 20:38:00.000000000,2231.84714498888,-6555.827387731,856.960660969956
1 Jan 2020 20:38:01.000000000,2230.06376463848,-6555.45943604641,864.386012592448
1 Jan 2020 20:38:02.000000000,2228.2778343936,-6555.08356901212,871.810350240538
1 Jan 2020 20:38:03.000000000,2226.4893574944,-6554.69978669529,879.233665205053
1 Jan 2020 20:38:04.000000000,2224.69833718347,-6554.308089173,886.655948778015
1 Jan 2020 20:38:05.000000000,2222.90477670689,-6553.90847653187,894.077192252662
1 Jan 2020 20:38:06.000000000,2221.10867931299,-6553.50094886845,901.497386923447
1 Jan 2020 20:38:07.000000000,2219.31004825407,-6553.08550628868,908.916524086058
1 Jan 2020 20:38:08.000000000,2217.50888678436,-6552.66214890856,916.334595037421
1 Jan 2020 20:38:09.000000000,2215.70519816172,-6552.23087685356,923.751591075714
1 Jan 2020 20:38:10.000000000,2213.89898564654,-6551.79169025902,931.167503500373
1 Jan 2020 20:38:11.000000000,2212.09025250212,-6551.34458926998,938.582323612108
1 Jan 2020 20:38:12.000000000,2210.27900199512,-6550.88957404107,945.996042712909
1 Jan 2020 20:38:13.000000000,2208.46523739455,-6550.42664473682,953.408652106059
1 Jan 2020 20:38:14.000000000,2206.6489619729,-6549.95580153131,960.820143096141
1 Jan 2020 20:38:15.000000000,2204.83017900483,-6549.47704460854,968.23050698905
1 Jan 2020 20:38:16.000000000,2203.00889176893,-6548.99037416193,975.639735092006
1 Jan 2020 20:38:17.000000000,2201.18510354566,-6548.49579039493,983.047818713559
1 Jan 2020 20:38:18.000000000,2199.35881761911,-6547.99329352049,990.454749163599
1 Jan 2020 20:38:19.000000000,2197.53003727567,-6547.48288376145,997.860517753374
1 Jan 2020 20:38:20.000000000,2195.69876580518,-6546.96456135019,1005.26511579549
1 Jan 2020 20:38:21.000000000,2193.86500649993,-6546.43832652895,1012.66853460393
1 Jan 2020 20:38:22.000000000,2192.02876265506,-6545.9041795497,1020.07076549407
1 Jan 2020 20:38:23.000000000,2190.19003756904,-6545.36212067397,1027.47179978265
1 Jan 2020 20:38:24.000000000,2188.34883454245,-6544.81215017327,1034.87162878784
1 Jan 2020 20:38:25.000000000,2186.50515687975,-6544.25426832847,1042.27024382921
1 Jan 2020 20:38:26.000000000,2184.65900788723,-6543.68847543052,1049.66763622777
1 Jan 2020 20:38:27.000000000,2182.81039087473,-6543.11477177983,1057.06379730595
1 Jan 2020 20:38:28.000000000,2180.95930915438,-6542.53315768674,1064.45871838763
1 Jan 2020 20:38:29.000000000,2179.1057660417,-6541.9436334711,1071.85239079814
1 Jan 2020 20:38:30.000000000,2177.24976485446,-6541.3461994627,1079.24480586428
1 Jan 2020 20:38:31.000000000,2175.3913089137,-6540.74085600088,1086.63595491432
1 Jan 2020 20:38:32.000000000,2173.53040154326,-6540.12760343472,1094.02582927803
1 Jan 2020 20:38:33.000000000,2171.66704606935,-6539.50644212314,1101.41442028664
1 Jan 2020 20:38:34.000000000,2169.8012458216,-6538.87737243462,1108.80171927293
1 Jan 2020 20:38:35.000000000,2167.93300413167,-6538.24039474757,1116.18771757117
1 Jan 2020 20:38:36.000000000,2166.06232433506,-6537.59550944982,1123.57240651715
1 Jan 2020 20:38:37.000000000,2164.18920976919,-6536.94271693917,1130.95577744822
1 Jan 2020 20:38:38.000000000,2162.3136637744,-6536.28201762312,1138.33782170325
1 Jan 2020 20:38:39.000000000,2160.43568969424,-6535.61341191874,1145.71853062268
1 Jan 2020 20:38:40.000000000,2158.55529087447,-6534.93690025301,1153.09789554852
1 Jan 2020 20:38:41.000000000,2156.67247066417,-6534.25248306243,1160.47590782435
1 Jan 2020 20:38:42.000000000,2154.78723241464,-6533.56016079342,1167.85255879535
1 Jan 2020 20:38:43.000000000,2152.8995794805,-6532.85993390194,1175.22783980826
1 Jan 2020 20:38:44.000000000,2151.00951521838,-6532.15180285389,1182.60174221147
1 Jan 2020 20:38:45.000000000,2149.11704298871,-6531.43576812457,1189.97425735496
1 Jan 2020 20:38:46.000000000,2147.22216615361,-6530.71183019932,1197.34537659036
1 Jan 2020 20:38:47.000000000,2145.32488807868,-6529.97998957296,1204.71509127091
1 Jan 2020 20:38:48.000000000,2143.42521213182,-6529.2402467502,1212.08339275152
1 Jan 2020 20:38:49.000000000,2141.52314168364,-6528.49260224544,1219.45027238874
1 Jan 2020 20:38:50.000000000,2139.61868010793,-6527.73705658266,1226.81572154081
1 Jan 2020 20:38:51.000000000,2137.71183078058,-6526.97361029577,1234.17973156763
1 Jan 2020 20:38:52.000000000,2135.80259708081,-6526.20226392817,1241.54229383079
1 Jan 2020 20:38:53.000000000,2133.89098238979,-6525.42301803326,1248.90339969358
1 Jan 2020 20:38:54.000000000,2131.97699009241,-6524.6358731738,1256.26304052102
1 Jan 2020 20:38:55.000000000,2130.06062357524,-6523.84082992259,1263.6212076798
1 Jan 2020 20:38:56.000000000,2128.14188622827,-6523.03788886194,1270.97789253839
1 Jan 2020 20:38:57.000000000,2126.22078144359,-6522.22705058404,1278.33308646697
1 Jan 2020 20:38:58.000000000,2124.29731261654,-6521.40831569063,1285.68678083747
1 Jan 2020 20:38:59.000000000,2122.3714831447,-6520.58168479329,1293.03896702358
1 Jan 2020 20:39:00.000000000,2120.44329642833,-6519.74715851332,1300.38963640079
1 Jan 2020 20:39:01.000000000,2118.51275587076,-6518.90473748161,1307.73878034631
1 Jan 2020 20:39:02.000000000,2116.57986487728,-6518.05442233897,1315.0863902392
1 Jan 2020 20:39:03.000000000,2114.64462685683,-6517.19621373564,1322.43245746027
1 Jan 2020 20:39:04.000000000,2112.70704521997,-6516.33011233185,1329.77697339217
1 Jan 2020 20:39:05.000000000,2110.76712338065,-6515.45611879735,1337.11992941937
1 Jan 2020 20:39:06.000000000,2108.82486475486,-6514.57423381179,1344.46131692815
1 Jan 2020 20:39:07.000000000,2106.88027276179,-6513.68445806432,1351.80112730665
1 Jan 2020 20:39:08.000000000,2104.93335082283,-6512.78679225397,1359.13935194484
1 Jan 2020 20:39:09.000000000,2102.984102362,-6511.88123708946,1366.47598223456
1 Jan 2020 20:39:10.000000000,2101.0325308062,-6510.96779328915,1373.81100956954
1 Jan 2020 20:39:11.000000000,2099.0786395848,-6510.04646158115,1381.14442534536
1 Jan 2020 20:39:12.000000000,2097.12243212993,-6509.11724270323,1388.4762209595
1 Jan 2020 20:39:13.000000000,2095.16391187585,-6508.18013740301,1395.80638781135
1 Jan 2020 20:39:14.000000000,2093.20308225988,-6507.2351464377,1403.13491730219
1 Jan 2020 20:39:15.000000000,2091.23994672176,-6506.28227057424,1410.46180083526
1 Jan 2020 20:39:16.000000000,2089.27450870398,-6505.32151058925,1417.78702981568
1 Jan 2020 20:39:17.000000000,2087.30677165127,-6504.35286726914,1425.11059565054
1 Jan 2020 20:39:18.000000000,2085.33673901097,-6503.37634141004,1432.43248974889
1 Jan 2020 20:39:19.000000000,2083.3644142334,-6502.39193381765,1439.75270352172
1 Jan 2020 20:39:20.000000000,2081.38980077087,-6501.39964530754,1447.071228382
1 Jan 2020 20:39:21.000000000,2079.41290207881,-6500.39947670483,1454.38805574468
1 Jan 2020 20:39:22.000000000,2077.43372161463,-6499.39142884451,1461.7031770267
1 Jan 2020 20:39:23.000000000,2075.45226283869,-6498.37550257115,1469.016583647
1 Jan 2020 20:39:24.000000000,2073.46852921379,-6497.35169873906,1476.32826702655
1 Jan 2020 20:39:25.000000000,2071.48252420536,-6496.32001821222,1483.63821858831
1 Jan 2020 20:39:26.000000000,2069.49425128095,-6495.28046186445,1490.94642975728
1 Jan 2020 20:39:27.000000000,2067.50371391119,-6494.23303057908,1498.25289196054
1 Jan 2020 20:39:28.000000000,2065.5109155688,-6493.17772524927,1505.55759662716
1 Jan 2020 20:39:29.000000000,2063.51585972902,-6492.11454677792,1512.86053518831
1 Jan 2020 20:39:30.000000000,2061.51854987,-6491.04349607746,1520.16169907724
1 Jan 2020 20:39:31.000000000,2059.51898947183,-6489.96457407021,1527.46107972924
1 Jan 2020 20:39:32.000000000,2057.51718201753,-6488.87778168805,1534.75866858174
1 Jan 2020 20:39:33.000000000,2055.51313099245,-6487.78311987262,1542.05445707424
1 Jan 2020 20:39:34.000000000,2053.50683988458,-6486.68058957519,1549.34843664836
1 Jan 2020 20:39:35.000000000,2051.49831218392,-6485.57019175689,1556.64059874784
1 Jan 2020 20:39:36.000000000,2049.48755138357,-6484.45192738833,1563.93093481857
1 Jan 2020 20:39:37.000000000,2047.47456097863,-6483.32579744999,1571.21943630855
1 Jan 2020 20:39:38.000000000,2045.45934446666,-6482.19180293202,1578.50609466796
1 Jan 2020 20:39:39.000000000,2043.44190534811,-6481.04994483414,1585.79090134913
1 Jan 2020 20:39:40.000000000,2041.42224712531,-6479.90022416592,1593.07384780657
1 Jan 2020 20:39:41.000000000,2039.40037330347,-6478.74264194653,1600.35492549695
1 Jan 2020 20:39:42.000000000,2037.37628739006,-6477.57719920484,1607.63412587915
1 Jan 2020 20:39:43.000000000,2035.34999289517,-6476.40389697938,1614.91144041427
1 Jan 2020 20:39:44.000000000,2033.32149333087,-6475.2227363185,1622.18686056558
1 Jan 2020 20:39:45.000000000,2031.2907922122,-6474.03371828008,1629.46037779861
1 Jan 2020 20:39:46.000000000,2029.25789305623,-6472.83684393178,1636.7319835811
1 Jan 2020 20:39:47.000000000,2027.2227993824,-6471.63211435098,1644.00166938304
1 Jan 2020 20:39:48.000000000,2025.18551471302,-6470.41953062461,1651.26942667667
1 Jan 2020 20:39:49.000000000,2023.14604257205,-6469.19909384951,1658.53524693649
1 Jan 2020 20:39:50.000000000,2021.10438648688,-6467.97080513188,1665.79912163928
1 Jan 2020 20:39:51.000000000,2019.06054998624,-6466.73466558791,1673.06104226411
1 Jan 2020 20:39:52.000000000,2017.01453660187,-6465.49067634332,1680.32100029231
1 Jan 2020 20:39:53.000000000,2014.96634986771,-6464.23883853353,1687.57898720754
1 Jan 2020 20:39:54.000000000,2012.91599332021,-6462.97915330362,1694.83499449578
1 Jan 2020 20:39:55.000000000,2010.86347049792,-6461.71162180842,1702.08901364529
1 Jan 2020 20:39:56.000000000,2008.80878494175,-6460.43624521245,1709.34103614671
1 Jan 2020 20:39:57.000000000,2006.75194019538,-6459.15302468976,1716.59105349299
1 Jan 2020 20:39:58.000000000,2004.69293980426,-6457.86196142428,1723.83905717945
1 Jan 2020 20:39:59.000000000,2002.63178731679,-6456.5630566094,1731.08503870376
1 Jan 2020 20:40:00.000000000,2000.56848628311,-6455.2563114484,1738.32898956598
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
01 Jan 2020 20:48:49.000,100000,100000,100000
